FSA,Bracket,Number
S7W,"$15,000 to $19,999",530
S7W,"$20,000 to $24,999",540
S7W,"$25,000 to $29,999",470
S7W,"$30,000 to $34,999",480
S7W,"$35,000 to $39,999",490
S7W,"$40,000 to $44,999",430
S7W,"$45,000 to $49,999",510
S7W,"$50,000 to $54,999",490
S7W,"$55,000 to $59,999",430
S7W,"$60,000 to $69,999",770
S7W,"$70,000 to $79,999",680
S7W,"$80,000 to $89,999",620
S7W,"$90,000 to $99,999",570
S7W,"$100,000 to $149,999",1410
S7W,"$150,000 to $249,999",680
S7W,"$250,000 and over",220
S9A,"Under $5,000",1240
S9A,"$5,000 to $9,999",670
S9A,"$10,000 to $14,999",830
S9A,"$15,000 to $19,999",880
S9A,"$20,000 to $24,999",1010
S9A,"$25,000 to $29,999",730
S9A,"$30,000 to $34,999",650
S9A,"$35,000 to $39,999",610
S9A,"$40,000 to $44,999",650
S9A,"$45,000 to $49,999",650
S9A,"$50,000 to $54,999",590
S9A,"$55,000 to $59,999",430
S9A,"$60,000 to $69,999",710
S9A,"$70,000 to $79,999",570
S9A,"$80,000 to $89,999",430
S9A,"$90,000 to $99,999",340
S9A,"$100,000 to $149,999",600
S9A,"$150,000 to $249,999",190
S9A,"$250,000 and over",70
S9H,"Under $5,000",820
S9H,"$5,000 to $9,999",680
S9H,"$10,000 to $14,999",1000
S9H,"$15,000 to $19,999",1160
S9H,"$20,000 to $24,999",1240
S9H,"$25,000 to $29,999",930
S9H,"$30,000 to $34,999",910
S9H,"$35,000 to $39,999",980
S9H,"$40,000 to $44,999",870
S9H,"$45,000 to $49,999",900
S9H,"$50,000 to $54,999",720
S9H,"$55,000 to $59,999",640
S9H,"$60,000 to $69,999",1120
S9H,"$70,000 to $79,999",810
S9H,"$80,000 to $89,999",680
S9H,"$90,000 to $99,999",510
S9H,"$100,000 to $149,999",1070
S9H,"$150,000 to $249,999",440
S9H,"$250,000 and over",150
S9V,"Under $5,000",930
S9V,"$5,000 to $9,999",540
S9V,"$10,000 to $14,999",620
S9V,"$15,000 to $19,999",690
S9V,"$20,000 to $24,999",700
S9V,"$25,000 to $29,999",580
S9V,"$30,000 to $34,999",610
S9V,"$35,000 to $39,999",650
S9V,"$40,000 to $44,999",570
S9V,"$45,000 to $49,999",560
S9V,"$50,000 to $54,999",500
S9V,"$55,000 to $59,999",420
S9V,"$60,000 to $69,999",730
S9V,"$70,000 to $79,999",690
S9V,"$80,000 to $89,999",510
S9V,"$90,000 to $99,999",430
S9V,"$100,000 to $149,999",820
S9V,"$150,000 to $249,999",310
S9V,"$250,000 and over",60
S9X,"Under $5,000",890
S9X,"$5,000 to $9,999",390
S9X,"$10,000 to $14,999",420
S9X,"$15,000 to $19,999",450
S9X,"$20,000 to $24,999",540
S9X,"$25,000 to $29,999",340
S9X,"$30,000 to $34,999",320
S9X,"$35,000 to $39,999",300
S9X,"$40,000 to $44,999",330
S9X,"$45,000 to $49,999",300
S9X,"$50,000 to $54,999",230
S9X,"$55,000 to $59,999",220
S9X,"$60,000 to $69,999",370
S9X,"$70,000 to $79,999",290
S9X,"$80,000 to $89,999",240
S9X,"$90,000 to $99,999",190
S9X,"$100,000 to $149,999",440
S9X,"$150,000 to $249,999",110
S9X,"$250,000 and over",30
T0A,"Under $5,000",6360
T0A,"$5,000 to $9,999",2040
T0A,"$10,000 to $14,999",2690
T0A,"$15,000 to $19,999",2580
T0A,"$20,000 to $24,999",4530
T0A,"$25,000 to $29,999",2740
T0A,"$30,000 to $34,999",2180
T0A,"$35,000 to $39,999",1990
T0A,"$40,000 to $44,999",1750
T0A,"$45,000 to $49,999",1820
T0A,"$50,000 to $54,999",1550
T0A,"$55,000 to $59,999",1420
T0A,"$60,000 to $69,999",2420
T0A,"$70,000 to $79,999",2310
T0A,"$80,000 to $89,999",1800
T0A,"$90,000 to $99,999",1520
T0A,"$100,000 to $149,999",3410
T0A,"$150,000 to $249,999",1380
T0A,"$250,000 and over",310
T0B,"Under $5,000",3770
T0B,"$5,000 to $9,999",2320
T0B,"$10,000 to $14,999",3500
T0B,"$15,000 to $19,999",2900
T0B,"$20,000 to $24,999",4610
T0B,"$25,000 to $29,999",3120
T0B,"$30,000 to $34,999",2640
T0B,"$35,000 to $39,999",2260
T0B,"$40,000 to $44,999",2240
T0B,"$45,000 to $49,999",2220
T0B,"$50,000 to $54,999",1820
T0B,"$55,000 to $59,999",1630
T0B,"$60,000 to $69,999",2940
T0B,"$70,000 to $79,999",2400
T0B,"$80,000 to $89,999",1880
T0B,"$90,000 to $99,999",1670
T0B,"$100,000 to $149,999",3690
T0B,"$150,000 to $249,999",1390
T0B,"$250,000 and over",420
T0C,"Under $5,000",6610
T0C,"$5,000 to $9,999",2440
T0C,"$10,000 to $14,999",3130
T0C,"$15,000 to $19,999",3110
T0C,"$20,000 to $24,999",4540
T0C,"$25,000 to $29,999",2910
T0C,"$30,000 to $34,999",2430
T0C,"$35,000 to $39,999",2120
T0C,"$40,000 to $44,999",1980
T0C,"$45,000 to $49,999",1960
T0C,"$50,000 to $54,999",1610
T0C,"$55,000 to $59,999",1430
T0C,"$60,000 to $69,999",2480
T0C,"$70,000 to $79,999",2060
T0C,"$80,000 to $89,999",1640
T0C,"$90,000 to $99,999",1450
T0C,"$100,000 to $149,999",3190
T0C,"$150,000 to $249,999",1280
T0C,"$250,000 and over",400
T0E,"Under $5,000",3120
T0E,"$5,000 to $9,999",1460
T0E,"$10,000 to $14,999",1830
T0E,"$15,000 to $19,999",1810
T0E,"$20,000 to $24,999",2930
T0E,"$25,000 to $29,999",1850
T0E,"$30,000 to $34,999",1570
T0E,"$35,000 to $39,999",1460
T0E,"$40,000 to $44,999",1330
T0E,"$45,000 to $49,999",1330
T0E,"$50,000 to $54,999",1040
T0E,"$55,000 to $59,999",980
T0E,"$60,000 to $69,999",1700
T0E,"$70,000 to $79,999",1510
T0E,"$80,000 to $89,999",1240
T0E,"$90,000 to $99,999",1070
T0E,"$100,000 to $149,999",2680
T0E,"$150,000 to $249,999",950
T0E,"$250,000 and over",210
T0G,"Under $5,000",5410
T0G,"$5,000 to $9,999",1600
T0G,"$10,000 to $14,999",1880
T0G,"$15,000 to $19,999",1840
T0G,"$20,000 to $24,999",3040
T0G,"$25,000 to $29,999",1620
T0G,"$30,000 to $34,999",1450
T0G,"$35,000 to $39,999",1250
T0G,"$40,000 to $44,999",1180
T0G,"$45,000 to $49,999",1090
T0G,"$50,000 to $54,999",930
T0G,"$55,000 to $59,999",870
T0G,"$60,000 to $69,999",1730
T0G,"$70,000 to $79,999",1470
T0G,"$80,000 to $89,999",1100
T0G,"$90,000 to $99,999",1010
T0G,"$100,000 to $149,999",2260
T0G,"$150,000 to $249,999",760
T0G,"$250,000 and over",130
T0H,"Under $5,000",9840
T0H,"$5,000 to $9,999",2960
T0H,"$10,000 to $14,999",3390
T0H,"$15,000 to $19,999",3280
T0H,"$20,000 to $24,999",5090
T0H,"$25,000 to $29,999",3170
T0H,"$30,000 to $34,999",2730
T0H,"$35,000 to $39,999",2420
T0H,"$40,000 to $44,999",2300
T0H,"$45,000 to $49,999",2320
T0H,"$50,000 to $54,999",2030
T0H,"$55,000 to $59,999",1880
T0H,"$60,000 to $69,999",3260
T0H,"$70,000 to $79,999",2820
T0H,"$80,000 to $89,999",2410
T0H,"$90,000 to $99,999",2170
T0H,"$100,000 to $149,999",5130
T0H,"$150,000 to $249,999",1920
T0H,"$250,000 and over",520
T0J,"Under $5,000",4050
T0J,"$5,000 to $9,999",1970
T0J,"$10,000 to $14,999",3010
T0J,"$15,000 to $19,999",2630
T0J,"$20,000 to $24,999",3540
T0J,"$25,000 to $29,999",2380
T0J,"$30,000 to $34,999",2040
T0J,"$35,000 to $39,999",1890
T0J,"$40,000 to $44,999",1660
T0J,"$45,000 to $49,999",1800
T0J,"$50,000 to $54,999",1480
T0J,"$55,000 to $59,999",1230
T0J,"$60,000 to $69,999",2130
T0J,"$70,000 to $79,999",1860
T0J,"$80,000 to $89,999",1450
T0J,"$90,000 to $99,999",1190
T0J,"$100,000 to $149,999",2740
T0J,"$150,000 to $249,999",1060
T0J,"$250,000 and over",340
T0K,"Under $5,000",5570
T0K,"$5,000 to $9,999",2580
T0K,"$10,000 to $14,999",4060
T0K,"$15,000 to $19,999",3040
T0K,"$20,000 to $24,999",4300
T0K,"$25,000 to $29,999",2820
T0K,"$30,000 to $34,999",2270
T0K,"$35,000 to $39,999",2100
T0K,"$40,000 to $44,999",1900
T0K,"$45,000 to $49,999",1890
T0K,"$50,000 to $54,999",1490
T0K,"$55,000 to $59,999",1300
T0K,"$60,000 to $69,999",2220
T0K,"$70,000 to $79,999",1780
T0K,"$80,000 to $89,999",1230
T0K,"$90,000 to $99,999",1080
T0K,"$100,000 to $149,999",2390
T0K,"$150,000 to $249,999",860
T0K,"$250,000 and over",310
T0L,"Under $5,000",5740
T0L,"$5,000 to $9,999",2360
T0L,"$10,000 to $14,999",3240
T0L,"$15,000 to $19,999",2640
T0L,"$20,000 to $24,999",4020
T0L,"$25,000 to $29,999",2640
T0L,"$30,000 to $34,999",2250
T0L,"$35,000 to $39,999",2060
T0L,"$40,000 to $44,999",1860
T0L,"$45,000 to $49,999",1850
T0L,"$50,000 to $54,999",1500
T0L,"$55,000 to $59,999",1450
T0L,"$60,000 to $69,999",2380
T0L,"$70,000 to $79,999",1860
T0L,"$80,000 to $89,999",1400
T0L,"$90,000 to $99,999",1090
T0L,"$100,000 to $149,999",2510
T0L,"$150,000 to $249,999",1060
T0L,"$250,000 and over",570
T0M,"Under $5,000",3940
T0M,"$5,000 to $9,999",2520
T0M,"$10,000 to $14,999",3140
T0M,"$15,000 to $19,999",3100
T0M,"$20,000 to $24,999",4680
T0M,"$25,000 to $29,999",3350
T0M,"$30,000 to $34,999",2890
T0M,"$35,000 to $39,999",2690
T0M,"$40,000 to $44,999",2360
T0M,"$45,000 to $49,999",2460
T0M,"$50,000 to $54,999",2030
T0M,"$55,000 to $59,999",1780
T0M,"$60,000 to $69,999",3110
T0M,"$70,000 to $79,999",2700
T0M,"$80,000 to $89,999",2020
T0M,"$90,000 to $99,999",1710
T0M,"$100,000 to $149,999",4110
T0M,"$150,000 to $249,999",1610
T0M,"$250,000 and over",500
T0P,"Under $5,000",590
T0P,"$5,000 to $9,999",120
T0P,"$10,000 to $14,999",100
T0P,"$15,000 to $19,999",90
T0P,"$20,000 to $24,999",180
T0P,"$25,000 to $29,999",70
T0P,"$30,000 to $34,999",60
T0P,"$35,000 to $39,999",40
T0P,"$40,000 to $44,999",40
T0P,"$45,000 to $49,999",40
T0P,"$50,000 to $54,999",40
T0P,"$55,000 to $59,999",30
T0P,"$60,000 to $69,999",60
T0P,"$70,000 to $79,999",30
T0P,"$80,000 to $89,999",40
T0P,"$90,000 to $99,999",50
T0P,"$100,000 to $149,999",120
T0P,"$150,000 to $249,999",120
T0P,"$250,000 and over",10
T0V,"Under $5,000",0
T0V,"$5,000 to $9,999",0
T0V,"$10,000 to $14,999",0
T0V,"$15,000 to $19,999",0
T0V,"$20,000 to $24,999",0
T0V,"$25,000 to $29,999",0
T0V,"$30,000 to $34,999",0
T0V,"$35,000 to $39,999",0
T0V,"$40,000 to $44,999",0
T0V,"$45,000 to $49,999",0
T0V,"$50,000 to $54,999",0
T0V,"$55,000 to $59,999",0
T0V,"$60,000 to $69,999",0
T0V,"$70,000 to $79,999",0
T0V,"$80,000 to $89,999",0
T0V,"$90,000 to $99,999",0
T0V,"$100,000 to $149,999",0
T0V,"$150,000 to $249,999",0
T0V,"$250,000 and over",0
T1A,"Under $5,000",1340
T1A,"$5,000 to $9,999",950
T1A,"$10,000 to $14,999",1420
T1A,"$15,000 to $19,999",1380
T1A,"$20,000 to $24,999",2750
T1A,"$25,000 to $29,999",1710
T1A,"$30,000 to $34,999",1420
T1A,"$35,000 to $39,999",1190
T1A,"$40,000 to $44,999",1060
T1A,"$45,000 to $49,999",1050
T1A,"$50,000 to $54,999",830
T1A,"$55,000 to $59,999",680
T1A,"$60,000 to $69,999",1290
T1A,"$70,000 to $79,999",920
T1A,"$80,000 to $89,999",670
T1A,"$90,000 to $99,999",560
T1A,"$100,000 to $149,999",1200
T1A,"$150,000 to $249,999",410
T1A,"$250,000 and over",180
T1B,"Under $5,000",1540
T1B,"$5,000 to $9,999",1060
T1B,"$10,000 to $14,999",1330
T1B,"$15,000 to $19,999",1370
T1B,"$20,000 to $24,999",2210
T1B,"$25,000 to $29,999",1700
T1B,"$30,000 to $34,999",1500
T1B,"$35,000 to $39,999",1380
T1B,"$40,000 to $44,999",1300
T1B,"$45,000 to $49,999",1330
T1B,"$50,000 to $54,999",1050
T1B,"$55,000 to $59,999",890
T1B,"$60,000 to $69,999",1670
T1B,"$70,000 to $79,999",1340
T1B,"$80,000 to $89,999",1070
T1B,"$90,000 to $99,999",1020
T1B,"$100,000 to $149,999",2320
T1B,"$150,000 to $249,999",990
T1B,"$250,000 and over",350
T1C,"Under $5,000",460
T1C,"$5,000 to $9,999",270
T1C,"$10,000 to $14,999",330
T1C,"$15,000 to $19,999",400
T1C,"$20,000 to $24,999",550
T1C,"$25,000 to $29,999",410
T1C,"$30,000 to $34,999",360
T1C,"$35,000 to $39,999",390
T1C,"$40,000 to $44,999",370
T1C,"$45,000 to $49,999",390
T1C,"$50,000 to $54,999",350
T1C,"$55,000 to $59,999",280
T1C,"$60,000 to $69,999",530
T1C,"$70,000 to $79,999",370
T1C,"$80,000 to $89,999",340
T1C,"$90,000 to $99,999",290
T1C,"$100,000 to $149,999",730
T1C,"$150,000 to $249,999",280
T1C,"$250,000 and over",80
T1G,"Under $5,000",870
T1G,"$5,000 to $9,999",460
T1G,"$10,000 to $14,999",540
T1G,"$15,000 to $19,999",520
T1G,"$20,000 to $24,999",740
T1G,"$25,000 to $29,999",540
T1G,"$30,000 to $34,999",490
T1G,"$35,000 to $39,999",430
T1G,"$40,000 to $44,999",400
T1G,"$45,000 to $49,999",410
T1G,"$50,000 to $54,999",340
T1G,"$55,000 to $59,999",310
T1G,"$60,000 to $69,999",570
T1G,"$70,000 to $79,999",500
T1G,"$80,000 to $89,999",300
T1G,"$90,000 to $99,999",260
T1G,"$100,000 to $149,999",480
T1G,"$150,000 to $249,999",210
T1G,"$250,000 and over",60
T1H,"Under $5,000",1650
T1H,"$5,000 to $9,999",910
T1H,"$10,000 to $14,999",1190
T1H,"$15,000 to $19,999",1290
T1H,"$20,000 to $24,999",2310
T1H,"$25,000 to $29,999",1670
T1H,"$30,000 to $34,999",1440
T1H,"$35,000 to $39,999",1330
T1H,"$40,000 to $44,999",1310
T1H,"$45,000 to $49,999",1280
T1H,"$50,000 to $54,999",1100
T1H,"$55,000 to $59,999",1000
T1H,"$60,000 to $69,999",1630
T1H,"$70,000 to $79,999",1140
T1H,"$80,000 to $89,999",750
T1H,"$90,000 to $99,999",580
T1H,"$100,000 to $149,999",960
T1H,"$150,000 to $249,999",230
T1H,"$250,000 and over",50
T1J,"Under $5,000",1420
T1J,"$5,000 to $9,999",820
T1J,"$10,000 to $14,999",1110
T1J,"$15,000 to $19,999",1140
T1J,"$20,000 to $24,999",2040
T1J,"$25,000 to $29,999",1350
T1J,"$30,000 to $34,999",1110
T1J,"$35,000 to $39,999",1030
T1J,"$40,000 to $44,999",990
T1J,"$45,000 to $49,999",1050
T1J,"$50,000 to $54,999",810
T1J,"$55,000 to $59,999",770
T1J,"$60,000 to $69,999",1380
T1J,"$70,000 to $79,999",1100
T1J,"$80,000 to $89,999",820
T1J,"$90,000 to $99,999",800
T1J,"$100,000 to $149,999",1640
T1J,"$150,000 to $249,999",530
T1J,"$250,000 and over",220
T1K,"Under $5,000",2670
T1K,"$5,000 to $9,999",1610
T1K,"$10,000 to $14,999",1860
T1K,"$15,000 to $19,999",1990
T1K,"$20,000 to $24,999",2950
T1K,"$25,000 to $29,999",2200
T1K,"$30,000 to $34,999",2130
T1K,"$35,000 to $39,999",1910
T1K,"$40,000 to $44,999",1780
T1K,"$45,000 to $49,999",1780
T1K,"$50,000 to $54,999",1550
T1K,"$55,000 to $59,999",1330
T1K,"$60,000 to $69,999",2380
T1K,"$70,000 to $79,999",2040
T1K,"$80,000 to $89,999",1470
T1K,"$90,000 to $99,999",1280
T1K,"$100,000 to $149,999",3060
T1K,"$150,000 to $249,999",1090
T1K,"$250,000 and over",470
T1L,"Under $5,000",590
T1L,"$5,000 to $9,999",470
T1L,"$10,000 to $14,999",530
T1L,"$15,000 to $19,999",580
T1L,"$20,000 to $24,999",700
T1L,"$25,000 to $29,999",650
T1L,"$30,000 to $34,999",590
T1L,"$35,000 to $39,999",570
T1L,"$40,000 to $44,999",530
T1L,"$45,000 to $49,999",510
T1L,"$50,000 to $54,999",410
T1L,"$55,000 to $59,999",360
T1L,"$60,000 to $69,999",440
T1L,"$70,000 to $79,999",370
T1L,"$80,000 to $89,999",220
T1L,"$90,000 to $99,999",150
T1L,"$100,000 to $149,999",310
T1L,"$150,000 to $249,999",150
T1L,"$250,000 and over",80
T1M,"Under $5,000",660
T1M,"$5,000 to $9,999",340
T1M,"$10,000 to $14,999",480
T1M,"$15,000 to $19,999",460
T1M,"$20,000 to $24,999",700
T1M,"$25,000 to $29,999",520
T1M,"$30,000 to $34,999",430
T1M,"$35,000 to $39,999",370
T1M,"$40,000 to $44,999",390
T1M,"$45,000 to $49,999",390
T1M,"$50,000 to $54,999",370
T1M,"$55,000 to $59,999",320
T1M,"$60,000 to $69,999",550
T1M,"$70,000 to $79,999",420
T1M,"$80,000 to $89,999",350
T1M,"$90,000 to $99,999",280
T1M,"$100,000 to $149,999",580
T1M,"$150,000 to $249,999",180
T1M,"$250,000 and over",50
T1P,"Under $5,000",1000
T1P,"$5,000 to $9,999",630
T1P,"$10,000 to $14,999",760
T1P,"$15,000 to $19,999",770
T1P,"$20,000 to $24,999",1140
T1P,"$25,000 to $29,999",950
T1P,"$30,000 to $34,999",800
T1P,"$35,000 to $39,999",630
T1P,"$40,000 to $44,999",590
T1P,"$45,000 to $49,999",620
T1P,"$50,000 to $54,999",520
T1P,"$55,000 to $59,999",500
T1P,"$60,000 to $69,999",860
T1P,"$70,000 to $79,999",680
T1P,"$80,000 to $89,999",580
T1P,"$90,000 to $99,999",530
T1P,"$100,000 to $149,999",1220
T1P,"$150,000 to $249,999",460
T1P,"$250,000 and over",160
T1R,"Under $5,000",1140
T1R,"$5,000 to $9,999",620
T1R,"$10,000 to $14,999",730
T1R,"$15,000 to $19,999",740
T1R,"$20,000 to $24,999",1010
T1R,"$25,000 to $29,999",790
T1R,"$30,000 to $34,999",740
T1R,"$35,000 to $39,999",780
T1R,"$40,000 to $44,999",860
T1R,"$45,000 to $49,999",1390
T1R,"$50,000 to $54,999",830
T1R,"$55,000 to $59,999",540
T1R,"$60,000 to $69,999",790
T1R,"$70,000 to $79,999",630
T1R,"$80,000 to $89,999",490
T1R,"$90,000 to $99,999",430
T1R,"$100,000 to $149,999",870
T1R,"$150,000 to $249,999",310
T1R,"$250,000 and over",110
T1S,"Under $5,000",2480
T1S,"$5,000 to $9,999",1580
T1S,"$10,000 to $14,999",1600
T1S,"$15,000 to $19,999",1560
T1S,"$20,000 to $24,999",1960
T1S,"$25,000 to $29,999",1740
T1S,"$30,000 to $34,999",1510
T1S,"$35,000 to $39,999",1400
T1S,"$40,000 to $44,999",1340
T1S,"$45,000 to $49,999",1480
T1S,"$50,000 to $54,999",1170
T1S,"$55,000 to $59,999",1040
T1S,"$60,000 to $69,999",1930
T1S,"$70,000 to $79,999",1760
T1S,"$80,000 to $89,999",1430
T1S,"$90,000 to $99,999",1370
T1S,"$100,000 to $149,999",3680
T1S,"$150,000 to $249,999",2190
T1S,"$250,000 and over",1300
T1V,"Under $5,000",900
T1V,"$5,000 to $9,999",520
T1V,"$10,000 to $14,999",740
T1V,"$15,000 to $19,999",730
T1V,"$20,000 to $24,999",1130
T1V,"$25,000 to $29,999",920
T1V,"$30,000 to $34,999",810
T1V,"$35,000 to $39,999",710
T1V,"$40,000 to $44,999",750
T1V,"$45,000 to $49,999",860
T1V,"$50,000 to $54,999",610
T1V,"$55,000 to $59,999",570
T1V,"$60,000 to $69,999",880
T1V,"$70,000 to $79,999",720
T1V,"$80,000 to $89,999",540
T1V,"$90,000 to $99,999",430
T1V,"$100,000 to $149,999",860
T1V,"$150,000 to $249,999",350
T1V,"$250,000 and over",150
T1W,"Under $5,000",600
T1W,"$5,000 to $9,999",500
T1W,"$10,000 to $14,999",540
T1W,"$15,000 to $19,999",620
T1W,"$20,000 to $24,999",780
T1W,"$25,000 to $29,999",770
T1W,"$30,000 to $34,999",730
T1W,"$35,000 to $39,999",720
T1W,"$40,000 to $44,999",730
T1W,"$45,000 to $49,999",750
T1W,"$50,000 to $54,999",630
T1W,"$55,000 to $59,999",540
T1W,"$60,000 to $69,999",940
T1W,"$70,000 to $79,999",740
T1W,"$80,000 to $89,999",640
T1W,"$90,000 to $99,999",500
T1W,"$100,000 to $149,999",1270
T1W,"$150,000 to $249,999",700
T1W,"$250,000 and over",390
T1X,"Under $5,000",1580
T1X,"$5,000 to $9,999",820
T1X,"$10,000 to $14,999",880
T1X,"$15,000 to $19,999",870
T1X,"$20,000 to $24,999",1070
T1X,"$25,000 to $29,999",800
T1X,"$30,000 to $34,999",800
T1X,"$35,000 to $39,999",760
T1X,"$40,000 to $44,999",690
T1X,"$45,000 to $49,999",710
T1X,"$50,000 to $54,999",650
T1X,"$55,000 to $59,999",650
T1X,"$60,000 to $69,999",1120
T1X,"$70,000 to $79,999",1020
T1X,"$80,000 to $89,999",750
T1X,"$90,000 to $99,999",660
T1X,"$100,000 to $149,999",1830
T1X,"$150,000 to $249,999",900
T1X,"$250,000 and over",360
T1Y,"Under $5,000",5540
T1Y,"$5,000 to $9,999",2920
T1Y,"$10,000 to $14,999",3330
T1Y,"$15,000 to $19,999",3290
T1Y,"$20,000 to $24,999",4590
T1Y,"$25,000 to $29,999",3160
T1Y,"$30,000 to $34,999",2930
T1Y,"$35,000 to $39,999",2720
T1Y,"$40,000 to $44,999",2450
T1Y,"$45,000 to $49,999",2340
T1Y,"$50,000 to $54,999",1870
T1Y,"$55,000 to $59,999",1650
T1Y,"$60,000 to $69,999",2520
T1Y,"$70,000 to $79,999",1730
T1Y,"$80,000 to $89,999",1170
T1Y,"$90,000 to $99,999",860
T1Y,"$100,000 to $149,999",1420
T1Y,"$150,000 to $249,999",320
T1Y,"$250,000 and over",70
T1Z,"Under $5,000",80
T1Z,"$5,000 to $9,999",50
T1Z,"$10,000 to $14,999",80
T1Z,"$15,000 to $19,999",70
T1Z,"$20,000 to $24,999",80
T1Z,"$25,000 to $29,999",50
T1Z,"$30,000 to $34,999",40
T1Z,"$35,000 to $39,999",40
T1Z,"$40,000 to $44,999",30
T1Z,"$45,000 to $49,999",40
T1Z,"$50,000 to $54,999",30
T1Z,"$55,000 to $59,999",20
T1Z,"$60,000 to $69,999",60
T1Z,"$70,000 to $79,999",30
T1Z,"$80,000 to $89,999",30
T1Z,"$90,000 to $99,999",20
T1Z,"$100,000 to $149,999",50
T1Z,"$150,000 to $249,999",20
T1Z,"$250,000 and over",20
T2A,"Under $5,000",5030
T2A,"$5,000 to $9,999",3010
T2A,"$10,000 to $14,999",3390
T2A,"$15,000 to $19,999",3410
T2A,"$20,000 to $24,999",5120
T2A,"$25,000 to $29,999",3310
T2A,"$30,000 to $34,999",3250
T2A,"$35,000 to $39,999",3050
T2A,"$40,000 to $44,999",2690
T2A,"$45,000 to $49,999",2480
T2A,"$50,000 to $54,999",2120
T2A,"$55,000 to $59,999",1730
T2A,"$60,000 to $69,999",2620
T2A,"$70,000 to $79,999",1840
T2A,"$80,000 to $89,999",1190
T2A,"$90,000 to $99,999",810
T2A,"$100,000 to $149,999",1360
T2A,"$150,000 to $249,999",280
T2A,"$250,000 and over",80
T2B,"Under $5,000",1730
T2B,"$5,000 to $9,999",1050
T2B,"$10,000 to $14,999",1190
T2B,"$15,000 to $19,999",1160
T2B,"$20,000 to $24,999",2010
T2B,"$25,000 to $29,999",1290
T2B,"$30,000 to $34,999",1180
T2B,"$35,000 to $39,999",1130
T2B,"$40,000 to $44,999",990
T2B,"$45,000 to $49,999",910
T2B,"$50,000 to $54,999",780
T2B,"$55,000 to $59,999",700
T2B,"$60,000 to $69,999",1200
T2B,"$70,000 to $79,999",830
T2B,"$80,000 to $89,999",560
T2B,"$90,000 to $99,999",380
T2B,"$100,000 to $149,999",640
T2B,"$150,000 to $249,999",100
T2B,"$250,000 and over",30
T2C,"Under $5,000",1180
T2C,"$5,000 to $9,999",770
T2C,"$10,000 to $14,999",850
T2C,"$15,000 to $19,999",910
T2C,"$20,000 to $24,999",1290
T2C,"$25,000 to $29,999",970
T2C,"$30,000 to $34,999",850
T2C,"$35,000 to $39,999",830
T2C,"$40,000 to $44,999",860
T2C,"$45,000 to $49,999",860
T2C,"$50,000 to $54,999",800
T2C,"$55,000 to $59,999",700
T2C,"$60,000 to $69,999",1160
T2C,"$70,000 to $79,999",940
T2C,"$80,000 to $89,999",730
T2C,"$90,000 to $99,999",690
T2C,"$100,000 to $149,999",1420
T2C,"$150,000 to $249,999",590
T2C,"$250,000 and over",430
T2E,"Under $5,000",2020
T2E,"$5,000 to $9,999",1240
T2E,"$10,000 to $14,999",1400
T2E,"$15,000 to $19,999",1440
T2E,"$20,000 to $24,999",2650
T2E,"$25,000 to $29,999",1700
T2E,"$30,000 to $34,999",1430
T2E,"$35,000 to $39,999",1340
T2E,"$40,000 to $44,999",1230
T2E,"$45,000 to $49,999",1230
T2E,"$50,000 to $54,999",1030
T2E,"$55,000 to $59,999",1000
T2E,"$60,000 to $69,999",1710
T2E,"$70,000 to $79,999",1500
T2E,"$80,000 to $89,999",1220
T2E,"$90,000 to $99,999",1080
T2E,"$100,000 to $149,999",2690
T2E,"$150,000 to $249,999",1400
T2E,"$250,000 and over",630
T2G,"Under $5,000",980
T2G,"$5,000 to $9,999",770
T2G,"$10,000 to $14,999",660
T2G,"$15,000 to $19,999",660
T2G,"$20,000 to $24,999",1750
T2G,"$25,000 to $29,999",620
T2G,"$30,000 to $34,999",510
T2G,"$35,000 to $39,999",420
T2G,"$40,000 to $44,999",380
T2G,"$45,000 to $49,999",410
T2G,"$50,000 to $54,999",380
T2G,"$55,000 to $59,999",350
T2G,"$60,000 to $69,999",690
T2G,"$70,000 to $79,999",630
T2G,"$80,000 to $89,999",500
T2G,"$90,000 to $99,999",470
T2G,"$100,000 to $149,999",1380
T2G,"$150,000 to $249,999",730
T2G,"$250,000 and over",350
T2H,"Under $5,000",610
T2H,"$5,000 to $9,999",380
T2H,"$10,000 to $14,999",430
T2H,"$15,000 to $19,999",440
T2H,"$20,000 to $24,999",780
T2H,"$25,000 to $29,999",530
T2H,"$30,000 to $34,999",490
T2H,"$35,000 to $39,999",490
T2H,"$40,000 to $44,999",440
T2H,"$45,000 to $49,999",410
T2H,"$50,000 to $54,999",320
T2H,"$55,000 to $59,999",320
T2H,"$60,000 to $69,999",480
T2H,"$70,000 to $79,999",390
T2H,"$80,000 to $89,999",330
T2H,"$90,000 to $99,999",240
T2H,"$100,000 to $149,999",530
T2H,"$150,000 to $249,999",230
T2H,"$250,000 and over",120
T2J,"Under $5,000",2390
T2J,"$5,000 to $9,999",1400
T2J,"$10,000 to $14,999",1610
T2J,"$15,000 to $19,999",1680
T2J,"$20,000 to $24,999",2330
T2J,"$25,000 to $29,999",1930
T2J,"$30,000 to $34,999",1700
T2J,"$35,000 to $39,999",1650
T2J,"$40,000 to $44,999",1700
T2J,"$45,000 to $49,999",1740
T2J,"$50,000 to $54,999",1500
T2J,"$55,000 to $59,999",1390
T2J,"$60,000 to $69,999",2440
